participantID,videoID,videoURL
P08,V028,https://www.tiktok.com/@carlocalendaofficial/video/7371839413367721249
P08,V066,https://www.tiktok.com/@carlocalendaofficial/video/7373630314154872097
P08,V002,https://www.tiktok.com/@piueuropaofficial/video/7370341367786130720
P08,V124,https://www.tiktok.com/@matteosalviniufficiale/video/7376001271288827168
P08,V039,https://www.tiktok.com/@matteosalviniufficiale/video/7372142531947007264
P08,V173,https://www.tiktok.com/@giorgiameloni_ufficiale/video/7374118004486982945
P08,V183,https://www.tiktok.com/@matteosalviniufficiale/video/7377373999174569249
P08,V054,https://www.tiktok.com/@fratelliditalia/video/7372929998568656160
P08,V216,https://www.tiktok.com/@matteosalviniufficiale/video/7366887748482927904
P09,V228,https://www.tiktok.com/@matteosalviniufficiale/video/7367740891135495457
P09,V220,https://www.tiktok.com/@fratelliditalia/video/7367300075166436640
P09,V031,https://www.tiktok.com/@partitodemocratico/video/7371754633871576352
P09,V178,https://www.tiktok.com/@giorgiameloni_ufficiale/video/7372905168607759648
P09,V086,https://www.tiktok.com/@movimento5stelle_/video/7374403559896485152
P09,V142,https://www.tiktok.com/@matteosalviniufficiale/video/7376737656656399648
P09,V153,https://www.tiktok.com/@matteosalviniufficiale/video/7377034073224645920
P09,V181,https://www.tiktok.com/@giuseppeconte_it/video/7377405819022773537
P09,V156,https://www.tiktok.com/@matteorenziufficiale/video/7376924240093744417
P09,V217,https://www.tiktok.com/@matteorenziufficiale/video/7366999388268301600
P09,V055,https://www.tiktok.com/@matteosalviniufficiale/video/7373021630093643041
P09,V190,https://www.tiktok.com/@carlocalendaofficial/video/7377686594955906337
P09,V218,https://www.tiktok.com/@partitodemocratico/video/7366665239053552929
P09,V171,https://www.tiktok.com/@giorgiameloni_ufficiale/video/7375061698224344352
P09,V183,https://www.tiktok.com/@matteosalviniufficiale/video/7377373999174569249
P10,V006,https://www.tiktok.com/@matteorenziufficiale/video/7370681498304793888
P10,V150,https://www.tiktok.com/@fratelliditalia/video/7376981597846916384
P10,V248,https://www.tiktok.com/@matteosalviniufficiale/video/7368562253886442785
P10,V037,https://www.tiktok.com/@movimento5stelle_/video/7372203068508753185
P10,V240,https://www.tiktok.com/@matteosalviniufficiale/video/7368182745253661985
P10,V033,https://www.tiktok.com/@matteosalviniufficiale/video/7371836643877113121
P10,V083,https://www.tiktok.com/@fratelliditalia/video/7374449417614675232
P10,V180,https://www.tiktok.com/@giuseppeconte_it/video/7377425492531531040
P10,V151,https://www.tiktok.com/@fratelliditalia/video/7376955617891716384
P10,V175,https://www.tiktok.com/@giorgiameloni_ufficiale/video/7373344506965527841
